text,label
every experience in life whether it is good or bad always gives us something to learn and keep for life,0
Good experiences give us good memories and bad ones teach us lessons for life,0
no additional payment should be charged on them,0
charging drivers for another fee for this could be unreasonable and irrational,0
"""rush hours"" are usually not the direct consequence of drivers",0
charging them extra fee might seems to be out of the jurisdiction,0
"Capitalism enfranchised people's right to own properties, and consequently, their rights to use them",1
"Driving cars during the rush hours might is bound to polluting cities's environment, but laws protect drivers to do so",1
traffic jam is a natural phenomenon that nobody is able to shun or ban,1
it is out of drivers' control,1
"Wars are notorious, but you can't blame the soldiers who are justing fight for their countries",1
Charging drivers one more fee makes no sense and is ridiculous,0
Buying a car spends hundreds of thousand; paying for all sorts of fee takes another several-these are all ready too much for most of the families to bear,1
charging them too much fee adds a lot to their burden and is actually jeopardizing their rights,1
Majority of the families buy cars simply for a safer and easier conveyance,1
"Sometimes traffic jam occur only due to the malfunction of a traffic light, or unreasonable organization of roadways",1
"the one who should be charged for a fine is the city planner, not drivers",1
charging drivers fees regardless of the causes of the problems could be ridiculous and even unlawful,0
"Rather than passively forcing drivers to pay another fee, government should instead, be more active on advocating the use of more efficient and environmental-friendly energy or planning out more reasonable and convenient layout that allow people to reach their destinations with less oil",0
parents should encourage students to take the part-time job,0
it is better for parents to encourage them to take part-time jobs,0
taking the part-time job can let students experience the real adult life and know more about it,0
most people they contact with are also students,1
they can teach students many things about adult life,0
there are a few opportunities for students to know how to live adult life in the university,1
"when students do part-time jobs, they can work with many kinds of people, and most of whom are adults",1
"My friend Lisa, who is doing part-time job now, tells me that it is fabulous to take it",1
"Through part-time job, she makes friends with different kinds of people and they let her know the different aspects of adult life",1
"Lisa thought in adult life, work is the core; but after she knows these friends, she changes her mind that the true core for the adult life is responsibility but not work",1
thanks to the information her new friends has provided; now she is more confidence about her future adult life,1
we do not experience it,1
it is very difficult for us to really know how tense the adult life can be,1
we need part-time job to teach us how hard the real adult life can be,0
"some questionnaires indicate that if students have taken part-time jobs, they will make the best use of their time to prepare their future and more importantly; they will not expect too much for their future than students who have not taken the part-time job",1
the part-time job can make people understand future life better,0
parents always tell students that the adult life is much tenser than school life,1
the part-time job will effect student' study,0
most students will do the part-time job in their holiday,1
it will not effect on their study,1
"Compared with playing computers every day, doing part-time jobs is the best choice for students to spend their holiday",1
type of temper and advantages of individual work are the most persuasive arguments in favor of studying alone,0
my productivity boosts when style of work is appropriate with my type of temper,0
"Being by nature introvert, I have to spend much time and efforts on adjusting to surroundings and especially new people",1
"Once, when I was working on presentation with strangers, I sat aside and so prepared more than half of work myself instead of making attempts to get acquainted with unknown people",1
"I must not divide tasks and duties between team members, share responsibility and benefits, and spend time on teambuilding",1
These advantages are especially important in situations of shortage of time,1
About a year ago I was lucky to become a participant of student brainstorming game,1
"To my rivals' surprise, being the only member of my own ""team"" I gained a victory",1
working alone allows me to avoid spending time and efforts on many things that are an integral part of teamwork,0
I would prefer to have my own job,0
"By having my own business, I can manage my own time",1
"could work whenever I want, or I do not need to give reasons to my boss for a delay",1
I can arrange time to travel when I would like,1
I can work long hours for earning more money,1
the most important reason for me to be self-employed is the sense of free,1
"time is the more valuable thing, which I have in my life",0
I never have been rich in my life,0
"If I work for other people, I have to give my ideas to employers cheaply",1
my salary is not dramatically changed,1
I can earn more money based on my creativity and personal ideas,1
earning money is the fundamental reason that why people work,1
The amount of money is always the most important criterion for everyone to choose a job,1
many people are not eager to work for themselves,0
"I would like to run my own business to control my own time, and to earn more money based on my noble ideas",0
no one else is better than our parents in terms of teachers,0
"when we grow bigger, they teach us many fairy tales and several important ethic lessons that affect us till the end of our lives",1
"As we were born, parents taught us from the very little things such as how to smile, how to walk to the ordinary routines such as eating",1
parents are our teachers from the very early time in our life,0
we will never forget what our parents have taught us,0
we use it every day,1
I believe I will never forget what my parents told me about how to be grateful to other people who help me,1
"at school we study bigger things about sciences and languages, but after school we learn from our parents",1
we spend most of our time at home with our families than it at school,1
"when we leave school, maybe we will forget parts of the lessons we learn at school if we do not experience them in life",1
"even when we grow older, get married and then have our own families with spouses and children, parents always keep watching us and help us to realize which is right and which is wrong in life",0
parents love their sons or daughters unconditionally,1
"my older brother has got married and lived independently for two years but when he faces difficulties in his work or his life, he comes back to meet our parents and ask for advice",1
parents are our best teachers,0
the same task give us opportunities to be an expert,0
different types of tasks endow more colors to our life,0
great achievement needs someone keen on one task for long time,0
"when it comes to ""happier"", different type of jobs can be responsible factor",1
It allows us to achieve more,1
"As a authoritative dentist in my province, my mother has worked for 25 years",1
"Gandhi devoted his whole life to fight against British-ruled government and inspire movements for civil rights in India, finally he became the father of the nation",1
"Workers, who work for an ordinary company or industry, will be sick of same tasks day by day",1
"Changing the type of work will be fresh and elicit their potential to adapt a new environment, which, according to psychology theories, makes workers relaxed and happier",0
Doing different tasks makes employees and employers much happier,1
"consider every workers have ability to do several kinds of work, employers will be satisfied by the generating benefits",1
They both will be happy,1
"the change of job, not the same task day by day",1
they can be familiar with their job,1
changing of job is what serve to their happier,1
"As an engineering researcher, I will surely be disappointed for failure, and exited for new challenges",1
"New challenges from different tasks amounts far more than more works, it also means through dealing with it, I will obtain more knowledge and experience",1
"As the saying of a Chinese writer, the color of life is rooted not in Japanese cherry blossom or Canadian maple leaf, but rather there always exists new things and challenge",1
"doing same task day and night just server to increase our psychological burden, connecting with different types of job is capable give us more colors to our life",0
"Different types of tasks during workday brings more challenges, making life colorful",1
"Just like a song, if I did not have challenge, life would be blue",1
the excellent knowledge of this job will be more significant,0
"there is only one thing would be beneficial to company, and there is only one way to be an outstanding worker, that is possessing excellent knowledge of this job",0
we can use the ability of adapting oneself in a new environment,0
the excellent knowledge will be of more importance,0
"it can not only benefit our employers, but also ourselves will be rewarded",0
"This ability is helpful in communicating with other workmates, cooperating with other workers needs this ability, too",1
working alone is a longer-term job than communicating,1
the excellent knowledge of this job will be benefit till one leave,1
the ability to adapt oneself to the new environment has been proven to be part of job,0
the ability of adapting oneself to a new environment may be necessary for a fresh worker,1
"The core and most profitable technology of an IT company is invented by a worker with excellent computer knowledge, not a worker with outstanding communicating skill",1
The high reputation and popularity of a company is earned by some brilliant workers in public relation department with excellent skill to propagate this company,1
The company will benefit from every worker of excellent knowledge,0
the company will earn more money and reputation from these workers with excellent knowledge,1
"Through our whole study life, undergraduate and graduate, we keep learning with the purpose of exerting these knowledge and experience on our job, just like an old Chinese scholar said, the essence of study is utilizing it",1
"After we get a job, the destination of we keep accumulating and collecting knowledge is rooted not in fawn on our manager with the ability to adapt this kind of business culture, but in making us excellent and totally master this job",1
we will be rewarded with pride,1
we can obtain reward from out excellent knowledge,1
Employees will obtain reward from hard-work pursuing excellent knowledge,0
"computers have an important and inevitable role in economic, business, and other part of societies",0
they make the way of living easier by doing our routine duties,0
advantages of computers outweigh disadvantages,0
People benefit more from coming computers into their lives,0
computers can do most difficult tasks which leads to make life easier,1
by using computers in many industries human's role has been reduced,1
"Nowadays, computer can control and perform some routine activities in industries, which were early done by human",1
"Many industries use computers to command to robots in order to do many regular tasks, which were carried out by human early",1
"many processes of production of cars are carrying out by robots, which are controlled by computers",1
car companies use computers to simulate and analyze car accident by computers,1
"Despite many advantages, by coming computers many jobs has been vanished",1
A large number of industries fire many forces because of doing their works by new technologies and computers,0
Computers have opened up a network connection among people,1
This technology makes easier for people to send and receive personal message,1
Teenagers and adolescents spend free time in front of computers,1
People can use computers to extract their essential information easily,1
excessive use of computers has brought many difficulties,0
The results show that teenagers who are addicted to computer games show more violent and stressful behaviors,1
People who have type by computers may suffer from such disease related to knees,1
Computers have an important role in social and personal life,0
It seems to me that students should start learning that as they start school,0
"Learning that not only help them to improve their minds and memories, but can extend their visions about the other countries",0
children should start learning a foreign language in the beginning of the education,0
"it is easy to distinguish between a child having two languages and a child having just his native language while comparing their ability to communicate, understanding other studies, etc",0
They can easily understand the language structure and memorize the vocabularies,1
the ability of Learning in the childhood period is more powerful than other periods of life,1
students in the beginning of their education can learn faster and easier in compare to a young one to understand a foreign language,1
the persistence of learning a knowledge in the childhood is more than other period of lives,1
this time is the best time to learn any language,0
They would be able to understand other cultures and costumes,1
It can give them a sense of power to communicate better with peers in other parts of the World,1
Having knowledge about other countries and their languages lead to extend the child's vision,1
they would be able to develop their personalities and sense of reliance,0
Learning a foreign language helps students tremendously to comprehend what happens in the around World,1
it is essential to take chances and believe this is going to work out,0
"it is necessary to have courage to take risks, be different and pursue your dream to have a successful life",0
sometimes you consider backing down and stay in the same routine that you are used to,0
in this competitive world you have to be fearless and face all new situations,0
"some people abandon their job, family and friends and go to other country without knowing what the future holds for them",1
"In the beginning, it can be tough to fit in this new place and find any opportunity",1
after fighting against the obstacles blocking the way to get what is desired; it is possible to conquer what they are craving as well as start to build a new life in this other country,1
Assuming new opportunities is indispensable to have diverse experiences,0
life may not be easy; it will have various challenges especially when you take risks,1
"in the end, it can be surprisingly wonderful",1
it is vital to never give up on your dream,0
"Walt Disney, whose career is famous, had a challenging life",1
"One of the difficulties was some of his histories, such as Mickey Mouse and Three Little Pigs, were turned down",1
many people are afraid to take risks and fail,1
It is possible to get frustrate along the way,1
"He heard lots of ""no"", furthermore one editor fired him alleging that he had no imagination, after all what he had gone through, he never stop chasing his dreams",1
people should sometimes do things that they do not enjoy,0
"there are sometimes unpleasant and boring parts which is not liked by anyone, but most of them are about responsibilities which is the part of individual's live",0
"housework is very difficult for me, although my husband helps me some of them, but it is my responsibility",1
"I really don't like any of them, however I should do",1
"In personal live, we have some responsibilities towards to other people, there is nobody who likes all of these responsibilities",0
most people's lives are filled with tasks that they don't enjoy doing,1
professional lives are filled with tasks that is neccessary parts of the jobs,0
"I'm a research asistant at a university, and as any of the univesity in ours we have a professor who isn't good at human relationships, most of the asistans don't enjoy to talk with him about any situation, although we have to ask about his field",1
"Nobody likes attending boring conferences, or working a person who isn't well in with anyone",1
People sometimes can attend any activities by insisting on any of their friends although they don't really want,1
one of our friends tell my husband and me about a dance course which we both don't like,1
"After insisting on some of our friends, we attended, and got really enjoyable time, we continued the course about six months although most of our friends left the course after a month",1
doing something which an individual doesn't enjoy can led to enjoyment,0
young adults should live with their parents for a longer period of time,0
living with parents is a wise choice for adults until they get a head start to their professional career with a reasonable income,0
Living on your own is a huge financial commitment,1
At younger age people are less likely to get a high paying job,1
"It can be a difficult task to pay for rent, food, utilities and other expenses to sustain yourself",1
Parents have valuable advice to their children as they go through the changes in their adult life,1
Living together develops the environment of discussing adult's physiological and psychological changes face to face with their parents,1
"Young adults will feel reluctant to discuss such problems with their parents if they move out and live on their own, and thus missing the valuable input of their parents",1
Another advantage of living with parents for a longer period of time is the enhanced emotional attachment with them,0
young adults living with parents will not be free to do what they want,0
most young adults are inclined to take unprecedented advantages of the freedom they have,1
"It is good thing if living with parents does not give freedom for young people to party all night, smoke or do drugs",1
"to cope with the physiological and psychological changes of adult life, to make financial life a less struggle and to prevent oneself digress from their destined path, it is important for young adults to live with their parents for a longer period of time",0
young adults should only consider living on their own only after they are sure they could sustain on their own,0
It is unwise to trade the opportunity of living with parents for a longer period of time for some late night parties or drugs,1
this development was a very positive one,0
the development of technology impacted on the means of communication among people very positively by making it easier and more comfortable,0
Technology revolutionized the way we communicate,0
it is almost possible to do everything without tete-a-tete,1
"nowadays, to keep in touch with loved ones in faraway places has become easy than ever",1
"By means of some software such as Skype, MSN, Whatsapp we can get in touch with everybody whenever we want",1
"in earlier times, people didn't leave for faraway places",1
they could easily get lost,1
This is also one salient prove that the development of technology was a very positive,1
Internet is a basic tool to keep in touch with old and make new friends,0
"by means of some communication tools, it has become very easy to make new friends",1
"According to statistics, 40% of people met even their life partners via Internet",1
"during such conversations, some of our words can make a completely different sense",1
"by communicating via Internet or phone, we cannot express our ideas and feelings fully",1
the rate of divorces is increasing day by day,0
we cannot deny machines are play a vital role in people living and working,0
problems posed by machines should draws more attentions as well,0
although using machines have many benefits,0
we cannot ignore its negative effects,0
"Not like human, machines do not need rest, which means they can work as long as employers want and consistently produce high quality products without any mistakes",1
using machines can save company's money,1
"machines never ask for salary, over-time pay or pension",1
employers do not need to spend money on employee's welfare,1
The company only needs some technicians to make sure machines are working on the right track or replace some part when machines are not working,1
machines can bring many benefits,0
machines are more effective than human,1
"because of extensive of using machines, many people loss their job",1
"Especially in large population countries, high unemployment rate may cause crime and social instability",1
using of machines are also pose serious pollution and energy dissipation,1
nowadays people prefer to use dish-washing machine to wash dishes and plates rather than hand washing,1
they did not know that compared with hand washing dish-washing machine consume at least 2 times water and electricity to wash these tableware,1
"if thousands of families use dish-washing machines, how many water and how much electricity will be wasted",1
the disadvantages of machines that bring to us should not be neglected by people,0
parents should be more worried about their children's attitudes to the 'cult of celebrity',0
children may see that this behavior is inexcusable,0
celebrities who received attention for overuse of drugs or alcohol are likely to get public disgrace,1
Celebrity scandals and gossips can quickly reach the public which perceive it very negatively,1
too much news coverage to famous people seems to have a negative influence on the choice of children of their future professions,0
"As recent surveys showed, inspired by the fame and wealth, children now prefer more to become an actor/actress or a sports star than it was in the past",1
Many schools for preparation of so-called stars and various advertisements about famous people may mislead with the fact that this profession is highly required and easy reachable,1
"This may confuse children who should not choose their future job because of the influence of the mass media, but from the basis of their own interests",1
Fame is a great responsibility for public people as their admirers are very sensitive to any acts of their idols,1
this great invention causes many social problems,0
spending too much time on phones may exert adverse effects on social life,0
"as people increasingly tend to focus and relay on phones, they may lose their interest on daily activities like meeting with their friends",1
distraction may be developed during study or social activities,1
continuous use of mobile phone may damage both eyesight and physical posture of the children,1
"many games involve children helping their character to kill or shoot, which many lead to increased aggressive feelings, thoughts and behaviours",1
"In those games, children are rewarded for being more violent, and this violence is repeated again and again",1
"there are many types of games available in the phone and many of them are very aggressive in nature such as ""Iron man""",1
the hardship of communication may be developed,0
"as lots of chatting apps available online such as ""Weichat"", people tend to send instant messages free of charge by using their phones rather than face to face communication",1
mobile phones have shortened the distance of communicatio,0
"With rapid development of the internet, people are able to enjoy quick electronic communication via internet",1
mobile phones brings convenience of communication,0
they also contribute to some social problems,0
the merits of email and messaging have reduced amount of ours time to communicate to,0
using of these soft devices have cut much of time people need to see with their relatives,0
we need to make sure for the real gathering with our colleague,0
it is had some demerits on their social lives,0
they do not do much social live interactions with others,1
It caused they were swept away by virtual atmosphere,1
"some people become geek, as too much of using email and messaging, without direct contacts",0
"people have had own minded to keep connection with their friends as a good relationship, meet them and talk by face to face directly",1
using of these facilities has influenced netizens to keep themselves becoming unsociable,1
"there are other ways like social media that they could to use it for meeting theirs buddies such as Twitter and Facebook, also make the communication become feasible and limitless of time",0
they constantly use these kinds of electronic letter for making fellowship or just continuing theirs what they already had,1
people should create a sense of co-operation in their children to make them feel more accomplished in life,0
"MNCs are mainly focusing on a team work, and a person with the competitive mind would be having a difficulty in managing the situation with the team",1
Competitive children are more likely to be confident enough to handle the situations independently,0
This factor will lead them to be successful in their lives ahead,1
they will not be having a pace and an eager to get on the top as the competitors do,1
they shall have an art of managing different situations of life with the help of a team,0
those who wants to create a sense of co-operation in their children is a symbol that they want to make them sensible enough in their lives ahead,1
competitive children will be far more clever and faster than the co-operative child in an initial level,1
co-operative child will have a potential of structuring and implementing new and innovative ideas with the help of a team,0
it will not help them to be on the success path for the long run,1
the technology has large positive effects on relationships between people,0
the technology has more optimal effects on people's interaction,0
it helps ordinary people to make new friends and to maintain relationships,0
technology has enabled people stay in contact with each other more closely,0
While public use the Internet or smart phone to share information to each other at different positions,1
"Instead of using letters, technology advanced not only gives us more spare time but also convenient and efficient",1
"even if family members who are in different countries, they also can use the Internet to connect each others, especially though the images or videos, they can feel close",1
"technology is also essential for students, live in remote districts, shared the valuable natural resources with friends",1
technology provides opportunities for people to establish the social network,1
"In the past, people might have had pen friends in other countries, but now, thanks to the social networking websites, people can easily to find someone who has similar interests",1
they can connect with friends who have been out of touch for a long time by using the Internet,1
technology is beneficial to humanity develops positive relationships,0
schools and adults should put a sense of cooperation in children to make them becoming a useful adult whether in society or community,0
competitive child would have more motivation and perspective that leads them to success,0
it would not help them much once they enter to society or company which required more about skill of team work,1
it might be hard for a competitive person to deal or manage in a team work project,1
"A strong competition sense helps children having urge to learn or to practice for being the best among peers, and this factor is initially arises from the schools and parents, to encourage children to get the highest scores through the grading system",0
a competitive child is usually more motivated to pursue a goal or to face difficulties independently,1
it is also risky that children are becoming too competitive to cooperating with others,1
"Being competitive leads them to success, but could also restrict them in many ways",1
"Having a good cooperating spirit helps kids to communicate and get along with others, which gives them more possibility to solve problems or to achieve a goal easily by working as a team",1
"cooperation is also an essential quality for children, no matter in school activities or in communities",0
"in society, there is hardly anyone who could has big achievement by oneself",1
"famous singers or movie stars, despite of their talent to make them successful, there are always a team to manage works or deal with things",1
advertisement bring more benefits than harms to our lives,0
"some kinds of shampoo, namely Sunsilk, Clear, Dove are publicized as magic items to recreate injured hair with the number of other benefits",1
not all customers are satisfied with what they bought under the introduction from advertisement,1
all of things are advertised as the best ones result in the confusing for users in picking out the most suitable goods,0
most advertisements so exaggerate the quality of their products that they often ignore some negative effects of what they sell,1
"Take Coca cola for an example, this drinking firm is well-known as one of companies invested a major part of their money in advertising",1
No wonder why this drinking title becomes more and more familiar with customers around the world,1
"online advertisement is one of the easiest approaches due to their potential gains such as cheaper cost, convenience and easily observing",1
advertisement enables to support users in getting accustomed to enterprises and know thoroughly items sold from these producers,0
"it is undeniable fact that advertising market gives lots of working opportunities from producers, writers to models and cameramen for all of people as long as their qualification adapt to the demands",0
in this occasion the government is not granted to hand in,0
government cannot take steps to make the salary between modern artists and other job similar,0
art price is about taste,0
the modern artists who implement their creative thinking onto high value creation are paid with immense sum by the art collector,1
the high sum which modern artists receive is related to the quality instead of the quantity and their rare talent,1
a 15 centimeter Buddha temple made by hand is granted times in comparison with factory production,1
"modern artists also devote themselves find a unique concept in which ordinary people cannot do, such making impossible become possible",1
"Pieter Padang, Minion creator, has brilliant idea to alter part of song lyric ""I swear"" become ""underwear"" when the Minion sing in Despicable Me",1
He granted huge sums for such idea,1
Proficiency brings perfectness in terms of art work,0
the musician re-plays the song without any creation,1
"a musician playing ""I swear"" several times receives different earnings that Padang got",1
government cannot equalize the price of creation of modern artist,0
there is no certain parameter to value it,1
art value is about taste,1
labor working in the merchandise factory receive coin of dollar even they make a hundred of 15 cm Buddha temples a day,1
"the huge sums of modern artists receives related to their struggle in the field of art, while the term of struggle might different with other field of job",0
a balance between personal and professional life should be created by restricting maximum number of working hours,0
people working for extended hours have been found having adverse effects on their health and personal life,0
"I would strongly emphasis and recommend, Government must include the clause of maximum number of working hours in its Labor Law and enforce to all companies for ensuring their employees do not spend extended hours in companies",0
"This will help in uplift of society, and bring the lost equilibrium between personal and professional life of each individual person",0
"By working too long, they often become tired, lazy and reluctant to carry out physical exercise in order to remain fit and healthy and eventually loose health and become sick",1
they become extensively addicted to their work and become workaholic type persons,1
The repercussion are so severe that their families and friends remain deprived off their attention and in the end they end up losing balance between their family and personal life,1
"people; who prefer working longer hours, do not find time to focus on their health",0
they usually remain busy in their office,1
they do not find leisure time for such social activities,1
I would take my boss's example; he has been working for extended hours in office for many years,1
"Recently, his health and personal life was drastically affected as he broke up with his wife and his family life has totally been in chaos and cries",1
He started regretting afterwards and now trying to manage his work but it seems to be too late for him,1
these workaholic people do not spend time for the contribution of society by actively participating in any social campaign,0
my term of a successful man is one who has certain achievements in life rather than the one with a high income,0
using only money as a scale to measure a man's success is impossible,0
it is the essential in basic needs,0
A person's great prosperity does not state that he has gained it ethically by himself,1
Money is undeniably pivotal,1
ways of earning it is also various,1
"a man can only achieve his accomplishment through hard-working, dedication and passion",0
"Whether it is a personal or a social achievement, that man is laudable",1
"judging a person by his income is difficult, especially in the success aspect",0
"the more beneficial for the society his achievement is, the more successful he is considered",1
Thomas Edison is undeniably considered as one of the greatest inventors in the 20th century,1
his invention's productivity is countless useful for mankind,1
the fact of knowing a man's utilization of his money remains in the dark,1
"in most asian countries, advertisement company usually hire popular singers or actors to advertise the products to boosts the sales, and some people, especially adolescent may buy things from their favourite singer advertised to support their idol instead of to fill their needs",1
people will be swayed by the advertising and buy things they do not need it for their life,0
"buying habit is people's choice to make, not entirely affected by advertisements",0
"it is important that government needs to impose rules on particularly advertisement company (for example, toys company) to avoid youngster have bias thought on what they really need",0
"for children or adolescents who is not mentally develop, it might be hard for them not to swayed by advertising",1
there are always people purchase particular products swayed by advertising which makes it a trend to follow for other people who is unnecessarily need it,1
"A good advertisement can convince people to believe that it is what they want, even though it is not the real needs of the society",0
"products usually look more gorgeous and with good quality in advertisement, people are more likely to buy goods impulsively without a second thought",1
the advertisement is not the only cause for people to buy,0
sometimes it depends on one's needs and ability of consumption,1
buying habit is a very personal things for individuals,1
It is unlikely to buy things impulsively for adults who have concern of arranging disposable income,1
Most of them have to allocate the money if they doing other purchase,1
children and adolescents who is not economic independence is more possible to buy things impulsively without considering whether they need it or not,0
they do not have financial pressure from life and ability to define what is necessary,1
I disagree with the idea that unimportant subjects such as music and sports should be got rid of the program,0
"students only need to study academic subjects like mathematics, physics",0
these subject are necessary for students' future,1
when labor market now has high competition; students have to meet requirements regard of qualification,1
the unemployment rate is always high,1
parents want children to study these subjects which can help students have a job,1
there are many things much more important than having a job,1
"studying music, art or sports is also very important to students",1
This enables students to develop their potentials through discovering the natural world around them,1
"to get a job in labor market, not only do students require hard skills but also soft skills such as teamwork, presentation",1
"through taking part in a sport, students can understand team spirit and learn lessons about teamwork skills",1
these subjects might fulfil the students' ability,0
"children's future do not depend heavily on the academic subjects they study in school, it is the result of their efforts and capacity",1
the academic subjects play a primary role in nurturing children,0
"the effects of learning music, sports are profound",0
newspapers and magazines will be history with the time,0
internet presents the information about the current affair so fast and the accessibility to the historical news,0
"when the aircraft MH 370 went missing, everyone wanted to know the details about this tragic incident",1
The friends and families of passengers and crews were impatient to know the truth,1
"In such situations, newspapers and magazines can not respond as fast as digital media",1
"Instead of waiting for next publication, people can get trustworthy information about the current incidents from internet within an hour or two",1
digital media will rule over paper and magazines,0
A very important responsibility of media is to publish information about the current affairs as quickly as possible specially when there is a crisis,1
This helps readers to get updated and act accordingly,1
one research fellow may want to know how a small village named Oramaki in Japan was suffering after Second World War,1
It is very difficult to get this sort of information from past in newspapers and magazines as one has to know before where to look at,1
internet provides efficient search facility where one can search the topic and get the details,1
"People often want to access news from past for various reasons like to prepare for research, satisfy interest, etc",0
This feature of digital media is not supported by newspapers and magazines,1
the fast responding internet media with vast information will be replacing newspapers and magazines as new and information provider,0
"considering the current infrastructure and mindset of people, paper media will continue for another few years",0
the salary is very pivotal factor,0
there are other equally vital aspects that need to be considered in this regard,0
I disagree with the idea that salary outweighs any other motivators,0
"there are other even more important aspects such as: friendly co-workers, working conditions and professional achievements",0
"People, for instance, who don't like their co-workers and working condition are considered less satisfied with their jobs, despite of a high salary",1
in order for people to cover their daily and general needs they need money as well,0
"aspects such as: friendly colleagues, environment and work-place condition, sometimes, have even more impact on person's happiness and quality of life",1
"career promotion or getting some kind of credit from the administration of a company or organization are, likely, more enjoyable achievements than getting a high salary",0
"most of the satisfaction of a job comes to people from their professional achievements, skills and the position they reach",1
"people, who work in monotonous jobs, where no achievements or a new positions can be reached feel themselves more dissatisfied, even though they have a very good salaries",1
"I disagree with the opinion that children who are brought up in less well-of families are, likely, more successful in the future life",0
these people will not have an access to a good education,1
they can be proselytized into bad isms,1
most of the terroristic groups try to attract uneducated people,1
"the person with better education has a wider outlook, which will allow no brainwash",1
people with lower level of education have more proneness to be attracted in such isms,1
"children from poorer families are prone to have bad habits such as: crime, thievery and thuggery",0
they use it a lot of times,1
"wealthy families can afford better health services and costly medicines, which will be very beneficial for the health of a child",0
"many good medicines cost vast amounts of money, which cannot be afforded by poorer families",1
"people who are born in well-off families have access to good education, which will have a positive impact on their later life",0
children from rich families have better skills on how to use money,0
modern people are facing up to a new health problems and ailments than before,0
people are facing up with many recently appeared illnesses,0
it is because of sedentary lifestlyle,0
sedentary lifestyle lead to many serious health problems,0
The main reason why people are becoming so addicted to sitting at their homes even for the whole day is an advance technology,1
they had more outdoor activities,1
"In earlier times, for instance, even the types of entertainment tools were not in large numbers and all of them required physical presence",1
"Nowadays people, especially inhabitants of cities, are spending most of their time on sitting in front of TV or other tools",1
people are experiencing serious medical problems,0
the environment of the modern world polluted very significantly from greenhouse gas emissions and other gasses,1
"Many people, for example, are suffering from allergy because of these gasses",1
"foods with a low quality such as fast foods, junk foods and any genetically modified ones are influencing to our health very negatively",1
"life becoming more stressful due to some recent problems such as traffic gam, traffic accidents and others",1
the prosperity of tourism can provide benefits for people on a global scale,0
there are some inevitable problems,0
they are outweighed by advantages and can be tackled if proper measures are taken,1
"In order to meet the needs of tourists, local governments are likely to build more facilities and infrastructures around tourist attractions, which may result in the destruction of natural habitats",1
"Tourism also creates more pollution and waste, including growing emission of greenhouse gases, dumped leftovers and overuse of water, power and other kind of energy in luxurious hotels",1
tourism can have a negative impact on the natural environment,0
"tourism puts great pressure on ecosystem and local resources, and it should not be encouraged",1
"Holiday makers flocking to other countries are not only bound to spend on tickets of attractions, but also pay for food, accommodation, transportation and entertainment",1
"Both local people and governments can make a large amount of money through these services, and more employment opportunities can be created as well",1
the revenue earned form tourism can be used in turn to reduce pollution and protect the environment,1
flourishing tourism in a place can be very rewarding in terms of local economy,0
the increasing development of tourism is a boon to travelers as well,0
The provision of direct airlines makes it possible for them to travel conveniently and comfortably,1
"With adequate local facilities and services available, they can spend more of their holidays having fun and relaxing",1
"both locals and tourists can experience more cultures than ever before, and they can be more open-minded to eliminate preconceptions and deepen mutual understanding among nations",1
learning by watching TV suits some children,0
kids should never be encourage to engage in such passive activity,0
School has been applying traditional teaching procedure since for ages,0
it still performs at its best to equip a child with essential skills,0
teacher cannot be switched with some unconscious screens,0
classic teaching methods has been scientifically proven and utilized as the best mode of educate a child,1
"Technology and its advance, to some degrees, have influenced the educational industry positively",1
it has not changed the importance of teachers' role in classes,1
students nowadays do their homework or researches on computers rather than go to libraries is an illustration for this,1
"Yet, monitors are unable to replace the appearance of educators",1
their knowledge and adaptability is priceless,1
a conducted experiment indicates out-performance in skills like differentiate types of plants or animals of a child that experienced various activities in nature to a child spent most of his time watching documentaries,1
such activities can equip a child necessary skill that is useful for his future career,1
watching television is a very passive action and should not be promoted by increasing periods spent on it,0
"children who have had such activities that interrelate to creativity, cooperation, competition tend to perform significantly better in general terms",1
